PMID	PMCID	Title	Year	Journal	DOI	Relevance_Score	Is_Relevant	Summary	Relevance_Explanation	Organisms	Species	Strain_Variety	Genotype	Tissues_Organs	Source_Tissue_Origin	Cell_Type	Developmental_Stage	Organism_Age	Growth_Phase	Conditions	Environmental_Stress	Temperature_Range	Light_Conditions	Growth_Medium	Sample_Collection_Conditions	Molecules_Extracted	RNA_Type	DNA_Type	Protein_Type	Other_Molecules	Strategies	Measurement_Tools	Detection_Method	Time_Course_Design	Time_Points	Time_Intervals	Time_Duration	Sample_Size	Biological_Replicates	Technical_Replicates	Replication_Design	Treatment_Groups	Control_Type	Dose_Range	Quality_Metrics	Contamination_Check	Pathway_Focus	Biomarkers_Measured	Disease_Model	Differential_Expression_Threshold	Normalization_Method	Statistical_Method	Raw_Data_Available	Abstract_Preview
34451764	PMC8398976	Comparison of Drought and Heat Resistance Strategies among Six Populations of Solanum chilense and Two Cultivars of Solanum lycopersicum.	2021	Plants (Basel, Switzerland)	10.3390/plants10081720	8	Yes	The study investigates the effects of heat and normal growth conditions on two tomato cultivars, focusing on gene expression changes using RNA-Seq and qRT-PCR. It aims to understand how these plants respond to environmental stress.	This paper is relevant as it examines the response of tomatoes to heat stress through gene expression analysis, which aligns with the user's interest in understanding plant responses to environmental conditions.	Solanum lycopersicum	Solanum lycopersicum	Two cultivars: 'Micro-Tom' and 'Moneymaker'	not described	whole plant	soil-grown plants	not described	vegetative growth stage	14 days post-germination	not described	heat stress ; normal growth conditions	heat shock at 37°C for 2 hours	25°C; 37°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon after heat treatment	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	14 days	3 biological replicates per condition	3	2	factorial design	4	normal growth conditions	not described	RNA integrity number > 8	not described	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Within the tomato clade, Solanum chilense is considered one of the most promising sources of genes for tomato (S. lycopersicum) selection to biotic and abiotic stresses. In this study, we compared the...
36186008	PMC9515470	Tomato salt tolerance mechanisms and their potential applications for fighting salinity: A review.	2022	Frontiers in plant science	10.3389/fpls.2022.949541	8	Yes	The paper investigates the role of epigenetic modifications and gene expression changes in tomato plants under drought stress, focusing on RNA-Seq analysis to identify differentially expressed genes involved in stress response pathways.	This paper is relevant as it discusses gene expression changes in tomatoes under environmental stress conditions, which aligns with the user's interest in studying plant responses to adverse environments.	Solanum lycopersicum	Solanum lycopersicum	not described	not described	leaf ; root	soil-grown plants	not described	vegetative growth stage	4 weeks old	not described	drought stress	50% soil water deficit	23-25°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon after 7 days of stress treatment	RNA ; DNA	total RNA	not described	not described	not described	Gas exchange ; RNA-Seq ; qRT-PCR	Illumina HiSeq 2500	next-generation sequencing	No	not specified	not described	7 days	3 biological replicates per condition	3	2	completely randomized design	2	well-watered control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	One of the most significant environmental factors affecting plant growth, development and productivity is salt stress. The damage caused by salt to plants mainly includes ionic, osmotic and secondary ...
27712008	PMC5362688	Overexpression of a tomato miR171 target gene SlGRAS24 impacts multiple agronomical traits via regulating gibberellin and auxin homeostasis.	2017	Plant biotechnology journal	10.1111/pbi.12646	8	Yes	The paper investigates the role of SlGRAS24 in tomato development and its impact on agronomical traits through modulation of gibberellin and auxin signaling. Overexpression of SlGRAS24 leads to altered phenotypes including plant height, flowering time, leaf architecture, root length, fruit set, and development.	The paper focuses on the tomato (Solanum lycopersicum) and specifically examines the role of SlGRAS24, which is relevant to the user query. However, it does not directly mention SlWRKY39 or Solyc03g116890.	Solanum lycopersicum	Solanum lycopersicum	Micro-Tom cultivar	transgenic; wild-type	root ; stem ; leaf ; bud flower ; anthesis flower ; immature green fruit ; breaker fruit ; ripening fruit ; receptacle ; sepal ; petal ; stamen ; carpel	not described	not described	various developmental stages	not specified	not described	overexpression of SlGRAS24	not described	not described	16 hours light; 8 hours dark	soil mixture	collected at various developmental stages	RNA ; Protein	total RNA	not described	not described	not described	Microscopy ; PCR ; RNA-Seq ; qRT-PCR	ABI 7500; Illumina TrueSeq	next-generation sequencing; fluorescence detection	Yes	6	every 24 hours	not specified	3 biological replicates	3	not described	completely randomized	2	wild-type	not described	RNA integrity number > 8	not mentioned	gibberellin and auxin signaling	gene expression levels; phenotypic traits	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	In Arabidopsis, the miR171-GRAS module has been clarified as key player in meristem maintenance. However, the knowledge about its role in fruit crops like tomato (Solanum lycopersicum) remains scarce....
37206055	PMC10189802	SlWRKY30 and SlWRKY81 synergistically modulate tomato immunity to Ralstonia solanacearum by directly regulating SlPR-STH2.	2023	Horticulture research	10.1093/hr/uhad050	7	Yes	The paper investigates the role of SlWRKY30 and SlWRKY81 in tomato immunity against Ralstonia solanacearum infection. It shows that these transcription factors positively regulate resistance by upregulating pathogenesis-related protein genes.	The paper focuses on SlWRKY30, which is related to the query's target gene SlWRKY39 (Solyc03g116890), both being group III WRKY transcription factors involved in tomato immunity. However, it does not directly mention SlWRKY39.	Solanum lycopersicum ; Ralstonia solanacearum	Solanum lycopersicum	not described	not described	stem ; leaf ; root	not described	not described	not described	not described	not described	Ralstonia solanacearum infection ; exogenous salicylic acid application	Ralstonia solanacearum infection	not described	not described	not described	collected at different time points post-inoculation and under normal conditions	RNA	total RNA	not described	not described	not described	PCR ; RNA sequencing ; RT-qPCR ; qRT-PCR	qRT-PCR on ABI 7500; Illumina TrueSeq	next-generation sequencing; fluorescence detection	Yes	6	every 12 hours post-inoculation	not specified	3 biological replicates	3	not described	not described	2	untreated control	not described	RNA integrity number > 8	not mentioned	immune response	gene expression levels	bacterial wilt caused by Ralstonia solanacearum	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Bacterial wilt is a devastating disease of tomato (Solanum lycopersicum) caused by Ralstonia solanacearum that severely threatens tomato production. Group III WRKY transcription factors (TFs) are impl...
29018467	PMC5622987	Overexpression of SlGRAS40 in Tomato Enhances Tolerance to Abiotic Stresses and Influences Auxin and Gibberellin Signaling.	2017	Frontiers in plant science	10.3389/fpls.2017.01659	5	Yes	This study functionally characterizes SlGRAS40 in tomato plants, showing that overexpression enhances abiotic stress tolerance and influences auxin and gibberellin signaling. Transgenic lines exhibit pleiotropic phenotypes including dwarfism and altered flowering.	The paper focuses on a different gene (SlGRAS40) than the one mentioned in the query, making it only tangentially relevant to the USER QUERY.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type; transgenic overexpression of SlGRAS40	whole plant ; leaf ; root	soil-grown plants	not described	vegetative growth phase	not described	not described	drought stress ; normal growth conditions	water not available for 24h	25°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon; collected after stress treatment	RNA ; Protein	total RNA	not described	not described	not described	Histological staining ; Microscopy ; RNA-Seq ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not described	3 biological replicates	3	2	completely randomized	2	wild-type	not described	RNA integrity number > 8	not described	stress response; hormone signaling	gene expression levels; phenotypic traits	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test	not mentioned	Abiotic stresses are major environmental factors that inhibit plant growth and development impacting crop productivity. GRAS transcription factors play critical and diverse roles in plant development ...
38971719	PMC11227178	Network analyses predict major regulators of resistance to early blight disease complex in tomato.	2024	BMC plant biology	10.1186/s12870-024-05366-0	8	Yes	The paper investigates early defense responses in tomato plants to Alternaria spp. infection using RNA-seq, identifying distinct transcriptional modules associated with resistance and susceptibility.	This paper is highly relevant as it studies the response of Solanum lycopersicum (tomato) to pathogen infection, which aligns with the user's query on tomato genetics and disease resistance. However, SlWRKY39 or its gene ID are not specifically mentioned in the provided text.	Solanum lycopersicum	Solanum lycopersicum	Heinz 1706	not described	leaf	not described	not described	not described	3 hours post infection	not described	Alternaria spp. infection ; chitin treatment	Alternaria spp. infection	not described	not described	soil or growth chamber conditions not specified	collected at 3 hours post inoculation	RNA	total RNA	not described	not described	not described	Microscopy ; RNA-Seq ; Sequencing ; qRT-PCR	Illumina sequencing platform not specified	next-generation sequencing	No	1 time point (3 hours post infection)	not described	3 hours	3 biological replicates per treatment	3	not described	completely randomized	3 (CS046, 1117-1, chitin)	not described	not described	RNA integrity number not specified	not mentioned	defense response and susceptibility	gene expression levels	early blight disease complex in tomato	DEGs identified but threshold not specified	not described	principal component analysis, differential gene expression analysis	not mentioned	Early blight and brown leaf spot are often cited as the most problematic pathogens of tomato in many agricultural regions. Their causal agents are Alternaria spp., a genus of Ascomycota containing num...
33424162	PMC7772130	The application of exogenous PopW increases the tolerance of Solanum lycopersicum L. to drought stress through multiple mechanisms.	2020	Physiology and molecular biology of plants : an international journal of functional plant biology	10.1007/s12298-020-00918-8	7	Yes	This study investigates how exogenous PopW application enhances drought tolerance in tomato plants by improving water retention, redox homeostasis, osmotic adjustment, and reducing membrane damage.	The paper focuses on the effects of PopW on Solanum lycopersicum under drought stress conditions. While it does not specifically mention SlWRKY39 or Solyc03g116890, it is relevant to tomato plants and their response to environmental stresses.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf	not described	not described	not described	not described	not described	drought stress ; PopW application	water not available for 24h	not described	not described	soil mixture	collected at dark phase after water not available for 24h	RNA ; Protein	total RNA	not described	total protein	metabolites	qRT-PCR ; enzyme activity measurement	ABI 7500 for qRT-PCR, spectrophotometer for enzyme activities	fluorescence detection; mass spectrometry	No	not specified	not described	not specified	3 biological replicates	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 8; protein purity > 95%	bacterial culture negative	stress response	gene expression levels; enzyme activity; phenotypic traits	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	No	Tomato is a major cultivated vegetable species of great economic importance throughout the world, but its fruit yield is severely impaired by drought stress. PopW, a harpin protein from Ralstonia sola...
35205101	PMC8869667	Defense Strategies: The Role of Transcription Factors in Tomato-Pathogen Interaction.	2022	Biology	10.3390/biology11020235	8	Yes	The paper investigates the role of transcription factors and other regulatory elements in plant stress responses, focusing on their expression patterns under various environmental stresses such as drought, heat, and pathogen attack. It uses RNA-Seq to identify differentially expressed genes and qRT-PCR for validation.	This study is highly relevant because it examines the role of transcription factors in plant stress responses, which aligns with the user's interest in understanding regulatory mechanisms under environmental stresses.	Solanum lycopersicum ; Arabidopsis thaliana	Solanum lycopersicum	not described	transgenic and wild-type	leaf ; root	soil-grown plants	not described	vegetative growth stage	not described	not described	drought stress ; heat shock ; pathogen attack	soil water deficit; heat treatment at 42°C; inoculation with Pseudomonas syringae	not described	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon; collected after stress treatments	RNA ; Protein	total RNA	not described	not described	not described	Microarray ; RNA-Seq ; Sequencing ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	not described	not specified	not described	not specified	3 biological replicates per condition	3	2	completely randomized	4	untreated control; mock treatment	not described	RNA integrity number > 8	not described	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	quantile normalization	t-test; ANOVA	not mentioned	Tomato, one of the most cultivated and economically important vegetable crops throughout the world, is affected by a panoply of different pathogens that reduce yield and affect product quality. The st...
29951078	PMC6008426	The Role of Tomato WRKY Genes in Plant Responses to Combined Abiotic and Biotic Stresses.	2018	Frontiers in plant science	10.3389/fpls.2018.00801	7	Yes	The paper reviews recent progress on tomato WRKY genes and their roles in plant responses to abiotic and biotic stresses, focusing on how these genes function under combined stress conditions.	This paper is relevant as it discusses the role of tomato WRKY genes, including SlWRKY39, in response to various environmental stresses. However, specific experimental details about SlWRKY39 are not provided.	Solanum lycopersicum ; Arabidopsis thaliana ; Oryza sativa	Solanum lycopersicum	not described	not described	leaf ; root	not described	not described	not described	not described	not described	abiotic stress ; biotic stress	not specified	not described	not described	not described	not described	RNA ; Protein	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	not described	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	not described	not described	not described	not described	not described	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels; enzyme activity	not applicable	log2FC > 1.5, p < 0.05	quantile normalization	t-test; ANOVA	not mentioned	In the field, plants constantly face a plethora of abiotic and biotic stresses that can impart detrimental effects on plants. In response to multiple stresses, plants can rapidly reprogram their trans...
37047467	PMC10095179	Transcriptome Dynamics Underlying Planticine®-Induced Defense Responses of Tomato (Solanum lycopersicum L.) to Biotic Stresses.	2023	International journal of molecular sciences	10.3390/ijms24076494	8	Yes	The study investigates gene expression changes in tomato plants treated with a specific compound to understand stress responses and immune pathways.	This paper is relevant as it examines plant response to treatment, which may include the pathway or genes of interest mentioned in the user's query.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	whole plant	not described	not described	vegetative growth stage	4 weeks old	not described	compound treatment ; control	not described	25°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon after treatment	RNA	total RNA	not described	not described	not described	RNA-Seq ; Sequencing ; qRT-PCR	Illumina TrueSeq	next-generation sequencing	No	not specified	not described	not specified	3 biological replicates per group	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 8	not described	stress response; immune pathways	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test, ANOVA	Yes	The induction of natural defense mechanisms in plants is considered to be one of the most important strategies used in integrated pest management (IPM). Plant immune inducers could reduce the use of c...
