pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
37047467	Transcriptome Dynamics Underlying Planticine®-Induced Defense Responses of Tomato (Solanum lycopersicum L.) to Biotic Stresses.	2023	International journal of molecular sciences	Journal Article	Rakoczy-Lelek R; Czernicka M; Ptaszek M	10.3390/ijms24076494	PMC10095179	https://www.ncbi.nlm.nih.gov/pubmed/37047467	The induction of natural defense mechanisms in plants is considered to be one of the most important strategies used in integrated pest management (IPM). Plant immune inducers could reduce the use of chemicals for plant protection and their harmful impacts on the environment. Planticine® is a natural plant defense biostimulant based on oligomers of α(1→4)-linked D-galacturonic acids, which are biodegradable and nontoxic. The aim of this study was to define the molecular basis of Planticine's biological activity and the efficacy of its use as a natural plant resistance inducer in greenhouse conditions. Three independent experiments with foliar application of Planticine® were carried out. The first experiment in a climatic chamber (control environment, no pest pressure) subjected the leaves to RNA-seq analysis, and the second and third experiments in greenhouse conditions focused on efficacy after a pest infestation. The result was the RNA sequencing of six transcriptome libraries of tomatoes treated with Planticine® and untreated plants; a total of 3089 genes were found to be differentially expressed genes (DEGs); among them, 1760 and 1329 were up-regulated and down-regulated, respectively. DEG analysis indicated its involvement in such metabolic pathways and processes as plant-pathogen interaction, plant hormone signal transduction, MAPK signaling pathway, photosynthesis, and regulation of transcription. We detected up-regulated gene-encoded elicitor and effector recognition receptors (ELRR and ERR), mitogen-activated protein kinase (MAPKs) genes, and transcription factors (TFs), i.e., WRKY, ERF, MYB, NAC, bZIP, pathogenesis-related proteins (PRPs), and resistance-related metabolite (RRMs) genes. In the greenhouse trials, foliar application of Planticine® proved to be effective in reducing the infestation of tomato leaves by the biotrophic pathogen powdery mildew and in reducing feeding by thrips, which are insect herbivores. Prophylactic and intervention use of Planticine® at low infestation levels allows the activation of plant defense mechanisms.	2026-03-03T15:05:13.502176
41726325	JAZ2/JAZ4-MYC2.1 module mediates MeJA-induced alleviation of chilling injury in peach fruit (Prunus persica).	2026	Horticulture research	Journal Article	Li A; Wang H; Badrunnesa A	10.1093/hr/uhaf295	PMC12923268	https://www.ncbi.nlm.nih.gov/pubmed/41726325	Methyl jasmonate (MeJA) has emerged as a promising agent for mitigating chilling injury (CI) in peach fruit (Prunus persica); however, the molecular mechanisms underlying the role of MYC2, a key transcriptional regulator of jasmonic acid (JA) signaling, in mediating cold adaptation remain largely unexplored. In this study, we demonstrated that MeJA treatment effectively alleviated CI in peach fruit, accompanied by enhanced ethylene biosynthesis, elevated accumulation of polyphenols and flavonoids, and a marked reduction in reactive oxygen species levels. Using DNA affinity purification sequencing and transactivation assays, we identified PpMYC2.1 as a central regulator that directly activates key genes involved in ethylene-mediated fruit softening (PpIAA1, PpHB.G7, PpERF61, PpPL1, PpPG2, and PpXTH2) and phenylpropanoid metabolism (PpPAL1, Pp4CL, PpCHI3, and PpCHS). Stable overexpression of PpMYC2.1 in tomato (Solanum lycopersicum) significantly enhanced fruit tolerance to cold stress. Meanwhile, transient overexpression or silencing in peach fruit upregulated or downregulated the expression of its target genes, confirming its positive regulatory role in cold stress response. Mechanistically, MeJA downregulated the expression of transcriptional repressors PpJAZ2 and PpJAZ4, thereby alleviating their suppression of PpMYC2.1-mediated transactivation. Collectively, these findings reveal a previously uncharacterized JA-responsive transcriptional module, PpJAZ2/4-PpMYC2.1, that orchestrates cold stress adaptation in peach fruit, offering novel insights into postharvest preservation strategies for climacteric fruit.	2026-03-03T15:05:14.227016
29951078	The Role of Tomato WRKY Genes in Plant Responses to Combined Abiotic and Biotic Stresses.	2018	Frontiers in plant science	Journal Article; Review	Bai Y; Sunarti S; Kissoudis C	10.3389/fpls.2018.00801	PMC6008426	https://www.ncbi.nlm.nih.gov/pubmed/29951078	In the field, plants constantly face a plethora of abiotic and biotic stresses that can impart detrimental effects on plants. In response to multiple stresses, plants can rapidly reprogram their transcriptome through a tightly regulated and highly dynamic regulatory network where WRKY transcription factors can act as activators or repressors. WRKY transcription factors have diverse biological functions in plants, but most notably are key players in plant responses to biotic and abiotic stresses. In tomato there are 83 WRKY genes identified. Here we review recent progress on functions of these tomato WRKY genes and their homologs in other plant species, such as Arabidopsis and rice, with a special focus on their involvement in responses to abiotic and biotic stresses. In particular, we highlight WRKY genes that play a role in plant responses to a combination of abiotic and biotic stresses.	2026-03-03T15:05:14.951393
31114006	Comprehensive transcriptome analysis and functional characterization of PR-5 for its involvement in tomato Sw-7 resistance to tomato spotted wilt tospovirus.	2019	Scientific reports	Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Padmanabhan C; Ma Q; Shekasteband R	10.1038/s41598-019-44100-x	PMC6529424	https://www.ncbi.nlm.nih.gov/pubmed/31114006	Tomato spotted wilt tospovirus (TSWV), one of the most important plant viruses, causes yield losses to many crops including tomato. The current disease management for TSWV is based mainly on breeding tomato cultivars containing the Sw-5 locus. Unfortunately, several Sw-5 resistance-breaking strains of TSWV have been identified. Sw-7 is an alternative locus conferring resistance to a broad range of TSWV strains. In an effort to uncover gene networks that are associated with the Sw-7 resistance, we performed a comparative transcriptome profiling and gene expression analysis between a nearly-isogenic Sw-7 line and its susceptible recurrent parent (Fla. 8059) upon infection by TSWV. A total of 1,244 differentially expressed genes were identified throughout a disease progression process involving networks of host resistance genes, RNA silencing/antiviral defense genes, and crucial transcriptional and translational regulators. Notable induced genes in Sw-7 include those involved in callose accumulation, lignin deposition, proteolysis process, transcriptional activation/repression, and phosphorylation. Finally, we investigated potential involvement of PR-5 in the Sw-7 resistance. Interestingly, PR-5 overexpressed plants conferred enhanced resistance, resulting in delay in virus accumulation and symptom expression. These findings will facilitate breeding and genetic engineering efforts to incorporate this new source of resistance in tomato for protection against TSWV.	2026-03-03T15:05:15.644847
31293434	Transcriptome and Metabolome Reprogramming in Tomato Plants by Trichoderma harzianum strain T22 Primes and Enhances Defense Responses Against Aphids.	2019	Frontiers in physiology	Journal Article	Coppola M; Diretto G; Digilio MC	10.3389/fphys.2019.00745	PMC6599157	https://www.ncbi.nlm.nih.gov/pubmed/31293434	"Beneficial fungi in the genus Trichoderma are among the most widespread biocontrol agents of plant pathogens. Their role in triggering plant defenses against pathogens has been intensely investigated, while, in contrast, very limited information is available on induced barriers active against insects. The growing experimental evidence on this latter topic looks promising, and paves the way toward the development of Trichoderma strains and/or consortia active against multiple targets. However, the predictability and reproducibility of the effects that these beneficial fungi is still somewhat limited by the lack of an in-depth understanding of the molecular mechanisms underlying the specificity of their interaction with different crop varieties, and on how the environmental factors modulate this interaction. To fill this research gap, here we studied the transcriptome changes in tomato plants (cultivar ""Dwarf San Marzano"") induced by Trichoderma harzianum (strain T22) colonization and subsequent infestation by the aphid Macrosiphum euphorbiae. A wide transcriptome reprogramming, related to metabolic processes, regulation of gene expression and defense responses, was induced both by separate experimental treatments, which showed a synergistic interaction when concurrently applied. The most evident expression changes of defense genes were associated with the multitrophic interaction Trichoderma-tomato-aphid. Early and late genes involved in direct defense against insects were induced (i.e., peroxidase, GST, kinases and polyphenol oxidase, miraculin, chitinase), along with indirect defense genes, such as sesquiterpene synthase and geranylgeranyl phosphate synthase. Targeted and untargeted semi-polar metabolome analysis revealed a wide metabolome alteration showing an increased accumulation of isoprenoids in Trichoderma treated plants. The wide array of transcriptomic and metabolomics changes nicely fit with the higher mortality of aphids when feeding on Trichoderma treated plants, herein reported, and with the previously observed attractiveness of these latter toward the aphid parasitoid Aphidius ervi. Moreover, Trichoderma treated plants showed the over-expression of transcripts coding for several families of defense-related transcription factors (bZIP, MYB, NAC, AP2-ERF, WRKY), suggesting that the fungus contributes to the priming of plant responses against pest insects. Collectively, our data indicate that Trichoderma treatment of tomato plants induces transcriptomic and metabolomic changes, which underpin both direct and indirect defense responses."	2026-03-03T15:05:16.451381
35551312	The tomato yellow leaf curl virus C4 protein alters the expression of plant developmental genes correlating to leaf upward cupping phenotype in tomato.	2022	PloS one	Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Padmanabhan C; Zheng Y; Shamimuzzaman M	10.1371/journal.pone.0257936	PMC9098041	https://www.ncbi.nlm.nih.gov/pubmed/35551312	Tomato yellow leaf curl virus (TYLCV), a monopartite begomovirus in the family Geminiviridae, is efficiently transmitted by the whitefly, Bemisia tabaci, and causes serious economic losses to tomato crops around the world. TYLCV-infected tomato plants develop distinctive symptoms of yellowing and leaf upward cupping. In recent years, excellent progress has been made in the characterization of TYLCV C4 protein function as a pathogenicity determinant in experimental plants, including Nicotiana benthamiana and Arabidopsis thaliana. However, the molecular mechanism leading to disease symptom development in the natural host plant, tomato, has yet to be characterized. The aim of the current study was to generate transgenic tomato plants expressing the TYLCV C4 gene and evaluate differential gene expression through comparative transcriptome analysis between the transgenic C4 plants and the transgenic green fluorescent protein (Gfp) gene control plants. Transgenic tomato plants expressing TYLCV C4 developed phenotypes, including leaf upward cupping and yellowing, that are similar to the disease symptoms expressed on tomato plants infected with TYLCV. In a total of 241 differentially expressed genes identified in the transcriptome analysis, a series of plant development-related genes, including transcription factors, glutaredoxins, protein kinases, R-genes and microRNA target genes, were significantly altered. These results provide further evidence to support the important function of the C4 protein in begomovirus pathogenicity. These transgenic tomato plants could serve as basic genetic materials for further characterization of plant receptors that are interacting with the TYLCV C4.	2026-03-03T15:05:17.172365
38999954	WRKY Transcription Factor Responses and Tolerance to Abiotic Stresses in Plants.	2024	International journal of molecular sciences	Journal Article; Review	Ma Z; Hu L	10.3390/ijms25136845	PMC11241455	https://www.ncbi.nlm.nih.gov/pubmed/38999954	Plants are subjected to abiotic stresses throughout their developmental period. Abiotic stresses include drought, salt, heat, cold, heavy metals, nutritional elements, and oxidative stresses. Improving plant responses to various environmental stresses is critical for plant survival and perpetuation. WRKY transcription factors have special structures (WRKY structural domains), which enable the WRKY transcription factors to have different transcriptional regulatory functions. WRKY transcription factors can not only regulate abiotic stress responses and plant growth and development by regulating phytohormone signalling pathways but also promote or suppress the expression of downstream genes by binding to the W-box [TGACCA/TGACCT] in the promoters of their target genes. In addition, WRKY transcription factors not only interact with other families of transcription factors to regulate plant defence responses to abiotic stresses but also self-regulate by recognising and binding to W-boxes in their own target genes to regulate their defence responses to abiotic stresses. However, in recent years, research reviews on the regulatory roles of WRKY transcription factors in higher plants have been scarce and shallow. In this review, we focus on the structure and classification of WRKY transcription factors, as well as the identification of their downstream target genes and molecular mechanisms involved in the response to abiotic stresses, which can improve the tolerance ability of plants under abiotic stress, and we also look forward to their future research directions, with a view of providing theoretical support for the genetic improvement of crop abiotic stress tolerance.	2026-03-03T15:05:17.976629
31191610	Comparative Genomic Analysis Reveals Extensive Genetic Variations of WRKYs in Solanaceae and Functional Variations of CaWRKYs in Pepper.	2019	Frontiers in genetics	Journal Article	Cheng Y; Ahammed GJ; Yao Z	10.3389/fgene.2019.00492	PMC6546733	https://www.ncbi.nlm.nih.gov/pubmed/31191610	As a conserved protein family, WRKY has been shown to be involved in multiple biological processes in plants. However, the mechanism of functional diversity for WRKYs in pepper has not been well elucidated. Here, a total of 223 WRKY members from solanaceae crops including pepper, tomato and potato, were analyzed using comparative genomics. A tremendous genetic variation among WRKY members of different solanaceous plants or groups was demonstrated by the comparison of some WRKY features, including number/size, group constitution, gene structure, and domain composition. The phylogenetic analysis showed that except for the known WRKY groups (I, IIa/b/c/d/e and III), two extra WRKY subgroups specifically existed in solanaceous plants, which were named group IIf and group IIg in this study, and their genetic variations were also revealed by the characteristics of some group IIf and IIg WRKYs. Except for the extensive genetic variations, certain degrees of conservatism for solanaceae WRKYs were also revealed. Moreover, the variant zinc-finger structure (CX4,7CX22-24HXC) in group III of solanaceae WRKYs was identified. Expression profiles of CaWRKY genes suggested their potential roles in pepper development and stress responses, and demonstrated a functional division pattern for pepper CaWRKYs. Furthermore, functional analysis using virus induced gene silencing (VIGS) revealed critical roles of two CaWRKYs (CaWRKY45 and CaWRKY58) in plant responses to disease and drought, respectively. This study provides a solid foundation for further dissection of the evolutionary and functional diversity of solanaceae WRKYs in crop plants.	2026-03-03T15:05:18.668891
38688010	Focus on vegetable crops.	2024	Plant physiology	Editorial; Introductory Journal Article	Duan Q; Lin YR	10.1093/plphys/kiae246	PMC11142333	https://www.ncbi.nlm.nih.gov/pubmed/38688010		2026-03-03T15:05:19.358196
39851537	Plant Coping with Cold Stress: Molecular and Physiological Adaptive Mechanisms with Future Perspectives.	2025	Cells	Journal Article; Review; Research Support, Non-U.S. Gov't	Feng Y; Li Z; Kong X	10.3390/cells14020110	PMC11764090	https://www.ncbi.nlm.nih.gov/pubmed/39851537	Cold stress strongly hinders plant growth and development. However, the molecular and physiological adaptive mechanisms of cold stress tolerance in plants are not well understood. Plants adopt several morpho-physiological changes to withstand cold stress. Plants have evolved various strategies to cope with cold stress. These strategies included changes in cellular membranes and chloroplast structure, regulating cold signals related to phytohormones and plant growth regulators (ABA, JA, GA, IAA, SA, BR, ET, CTK, and MET), reactive oxygen species (ROS), protein kinases, and inorganic ions. This review summarizes the mechanisms of how plants respond to cold stress, covering four main signal transduction pathways, including the abscisic acid (ABA) signal transduction pathway, Ca2+ signal transduction pathway, ROS signal transduction pathway, and mitogen-activated protein kinase (MAPK/MPK) cascade pathway. Some transcription factors, such as AP2/ERF, MYB, WRKY, NAC, and bZIP, not only act as calmodulin-binding proteins during cold perception but can also play important roles in the downstream chilling-signaling pathway. This review also highlights the analysis of those transcription factors such as bHLH, especially bHLH-type transcription factors ICE, and discusses their functions as phytohormone-responsive elements binding proteins in the promoter region under cold stress. In addition, a theoretical framework outlining plant responses to cold stress tolerance has been proposed. This theory aims to guide future research directions and inform agricultural production practices, ultimately enhancing crop resilience to cold stress.	2026-03-03T15:05:20.207518
39379802	Genome-wide analysis of the WRKY gene family and their response to low-temperature stress in elephant grass.	2024	BMC genomics	Journal Article	Mao C; Zhang J; Zhang Y	10.1186/s12864-024-10844-8	PMC11462659	https://www.ncbi.nlm.nih.gov/pubmed/39379802	Elephant grass (Cenchrus purpureus) is a perennial forage grass characterized by tall plants, high biomass and wide adaptability. Low-temperature stress severely limits elephant grass biomass and geographic distribution. WRKY is one of the largest families of plant-specific transcription factors and plays important roles in plant resistance to low-temperature. However, the understanding of the WRKY family in grasses is limited. In this study, we conducted a genome-wide characterization of WRKY proteins in elephant grass, including gene structure, phylogeny, expression, conserved motif organization, and functional annotation, to identify key CpWRKY candidates involved in cold tolerance.	2026-03-03T15:05:20.998141
40805677	Transcription Factor LjWRKY50 Affects Jasmonate-Regulated Floral Bud Duration in Lonicera japonica.	2025	Plants (Basel, Switzerland)	Journal Article	Li Y; Gan Y; Qi G	10.3390/plants14152328	PMC12349469	https://www.ncbi.nlm.nih.gov/pubmed/40805677	Lonicera japonica Thunb. is a traditional Chinese medicinal herb whose floral buds are the primary source of pharmacological compounds that require manual harvesting. As a result, its floral bud duration, determined by the opening time, is a key determinant of both quality and economic value. However, the genetic mechanisms controlling floral bud duration remain poorly understood. In this study, we employed population structure analysis and molecular experiments to identify candidate genes associated with this trait. The improved cultivar Beihua No. 1 (BH1) opens its floral buds significantly later than the landrace Damaohua (DMH). Exogenous application of methyl jasmonate (MeJA) to BH1 indicated that jasmonate acts as a negative regulator of floral bud duration by accelerating floral bud opening. A genome-wide selection scan across 35 germplasms with varying floral bud durations identified the transcription factor LjWRKY50 as the causative gene influencing this trait. The dual-luciferase reporter assay and qRT-PCR experiments showed that LjWRKY50 activates the expression of the jasmonate biosynthesis gene, LjAOS. A functional variant within LjWRKY50 (Chr7:24636061) was further developed into a derived cleaved amplified polymorphic sequence (dCAPS) marker. These findings provide valuable insights into the jasmonate-mediated regulation of floral bud duration, offering genetic and marker resources for molecular breeding in L. japonica.	2026-03-03T15:05:21.693202
40994442	Epigenetic maps of pearl millet reveal a prominent role for CHH methylation in regulating tissue-specific gene expression.	2025	aBIOTECH	Journal Article	Luo L; Qu Q; Cao M	10.1007/s42994-025-00243-2	PMC12454808	https://www.ncbi.nlm.nih.gov/pubmed/40994442	Pearl millet (Pennisetum glaucum) is a major staple food in arid and semi-arid regions of sub-Saharan Africa, India, and South Asia. However, how epigenetic mechanisms regulate tissue-specific gene expression in this crop remains poorly understood. In this study, we profiled multiple epigenetic features in the young panicles and roots of pearl millet using RNA-seq, ATAC-seq, whole-genome bisulfite sequencing, and ChIP-seq (H3K4me3 and H3K36me3). We identified thousands of genes that were differentially expressed between these two tissues. Root-specific genes were enriched for plant hormone signaling, oxidative phosphorylation, and stress responses. Analysis of chromatin accessibility revealed that root-specific accessible chromatin regions (ACRs) were enriched in binding motifs for stress-responsive transcription factors (e.g., NAC, WRKY), whereas ACRs in young panicles were enriched in motifs for developmental regulators (e.g., AP2/ERF). DNA methylation profiling revealed 25,141 tissue-specific differentially methylated regions, with CHH methylation-rather than CG or CHG methylation-showing the strongest tissue specificity. Promoters of root-specific genes had higher levels of CHH methylation compared to those of young panicle-specific genes, suggesting that the roles of CHH methylation in regulating transcription might be tissue dependent. Notably, promoter-associated H3K4me3 marked panicle-specific genes, whereas root-specific expression was primarily linked to chromatin accessibility, suggesting a transcription factor-mediated regulatory mechanism. Together, our findings highlight the distinct epigenetic frameworks governing tissue-specific gene expression in pearl millet and provide valuable insights for advancing the genetic improvement of this crop.	2026-03-03T15:05:22.418433
30616517	Transcriptomic de novo analysis of pitaya (Hylocereus polyrhizus) canker disease caused by Neoscytalidium dimidiatum.	2019	BMC genomics	Journal Article	Xu M; Liu CL; Luo J	10.1186/s12864-018-5343-0	PMC6323817	https://www.ncbi.nlm.nih.gov/pubmed/30616517	Canker disease caused by Neoscytalidium dimidiatum is the most serious disease that attacks the pitaya industry. One pathogenic fungus, referred to as ND8, was isolated from the wild-type red-fleshed pitaya (Hylocereus polyrhizus) of Hainan Province. In the early stages of this disease, stems show little spots and a loss of green color. These spots then gradually spread until the stems became rotten due to infection by various strains. Canker disease caused by Neoscytalidium dimidiatum poses a significant threat to pitaya commercial plantations with the growth of stems and the yields, quality of pitaya fruits. However, a lack of transcriptomic and genomic information hinders our understanding of the molecular mechanisms underlying the pitaya defense response.	2026-03-03T15:05:23.140757
40838072	SiCST1, a novel plant-specific protein of foxtail millet, confers cold stress tolerance in plants.	2025	Frontiers in plant science	Journal Article	Yang F; Qiao J; Zhang X	10.3389/fpls.2025.1618053	PMC12361253	https://www.ncbi.nlm.nih.gov/pubmed/40838072	Foxtail millet (Setaria italica) is a significant cereal crop, but its yield is limited by extreme temperature, particularly cold stress. In this study, we identified a novel plant-specific gene, SiCST1 (Cold Stress Tolerance in Setaria italica 1) in foxtail millet, through transcriptome deep sequencing (RNA-Seq) of cold-stressed seedlings. We generated a CRISPR/Cas9-mediated knockout mutant of rice homolog of SiCST1 (designated oscst1). Compared to wild-type rice, oscst1 mutant seedlings exhibited cold sensitivity with a 46% survival rate reduction under cold stress. This impaired cold stress tolerance was rescued by complementation with SiCST1, indicating the vital role of SiCST1 in cold stress tolerance. SiCST1 consists of a single exon and contains a predicted ribonuclease H-like domain. Further analysis revealed that SiCST1 was significantly up-regulated in response to cold stress and was localized in nucleus. Additionally, our findings suggested that SiCST1 interacted with the OVATE family protein SiOFP1. The lamina joint bending assays were employed to investigate whether mutation of rice homolog of SiCST1 affected the brassinolide (BR) signaling pathways. It was found that oscst1 exhibited insensitivity to exogenous BR treatment. We propose a regulatory mechanism in which SiCST1 interacted with SiOFP1 to release its inhibition of BR signaling transcription complex, thereby activating BR signaling pathways and conferring cold stress tolerance. Our study provides evidence that SiCST1 is a novel plant-specific protein with an essential function involved in cold stress resistance in foxtail millet.	2026-03-03T15:05:23.858742
38720932	Pumpkin CmoDREB2A enhances salt tolerance of grafted cucumber through interaction with CmoNAC1 to regulate H2O2 and ABA signaling and K+/Na+ homeostasis.	2024	Horticulture research	Journal Article	Peng Y; Cui L; Wang Y	10.1093/hr/uhae057	PMC11077054	https://www.ncbi.nlm.nih.gov/pubmed/38720932	Pumpkin CmoNAC1 enhances salt tolerance in grafted cucumbers. However, the potential interactions with other proteins that may co-regulate salt tolerance alongside CmoNAC1 have yet to be explored. In this study, we identified pumpkin CmoDREB2A as a pivotal transcription factor that interacts synergistically with CmoNAC1 in the co-regulation of salt tolerance. Both transcription factors were observed to bind to each other's promoters, forming a positive regulatory loop of their transcription. Knockout of CmoDREB2A in the root resulted in reduced salt tolerance in grafted cucumbers, whereas overexpression demonstrated the opposite effect. Multiple assays in our study provided evidence of the protein interaction between CmoDREB2A and CmoNAC1. Exploiting this interaction, CmoDREB2A facilitated the binding of CmoNAC1 to the promoters of CmoRBOHD1, CmoNCED6, CmoAKT1;2, and CmoHKT1;1, inducing H2O2 and ABA synthesis and increasing the K+/Na+ ratio in grafted cucumbers under salt stress. Additionally, CmoNAC1 also promoted the binding of CmoDREB2A to CmoHAK5;1/CmoHAK5;2 promoters, further contributing to the K+/Na+ homeostasis. In summary, these findings reveal a crucial mechanism of CmoNAC1 and CmoDREB2A forming a complex enhancing salt tolerance in grafted cucumbers.	2026-03-03T15:05:24.533325
36973323	Transcriptome analysis reveals association of carotenoid metabolism pathway with fruit color in melon.	2023	Scientific reports	Journal Article; Research Support, Non-U.S. Gov't	Diao Q; Tian S; Cao Y	10.1038/s41598-023-31432-y	PMC10043268	https://www.ncbi.nlm.nih.gov/pubmed/36973323	"Flesh color is an important quality of melon (Cucumis melo L.) and is determined mainly by carotenoid content, awarding them with colors, aromas, and nutrients. enhancing the nutritional and health benefits of fruits and vegetables for humans. In this study, we performed transcriptomic analysis of two melon inbred line ""B-14"" (orange-flesh) and ""B-6"" (white-flesh) at three developmental stages. We observed that the β-carotene content of inbred line ""B-6"" (14.232 μg/g) was significantly lower than that of inbred line ""B-14"" (0.534 μg/g). RNA-sequencing and quantitative reverse transcription PCR analyses were performed to identify differentially expressed genes (DEGs) between the two inbred lines at different stages; the DEGs were analyzed using the Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes databases (KEGG). We identified 33 structural DEGs in different developmental periods of the two lines that were related to carotenoid metabolism. Among them, PSY, Z-ISO, ZDS, CRTISO, CCD4, VDE1, and NCED2 were highly correlated with carotenoid content. Thus, this study provides a basis for molecular mechanism of carotenoid biosynthesis and flesh color in melon fruit."	2026-03-03T15:05:25.204732
29364855	Comparative Digital Gene Expression Analysis of Tissue-Cultured Plantlets of Highly Resistant and Susceptible Banana Cultivarsin Response to Fusarium oxysporum.	2018	International journal of molecular sciences	Journal Article	Niu Y; Hu B; Li X	10.3390/ijms19020350	PMC5855572	https://www.ncbi.nlm.nih.gov/pubmed/29364855	Banana Fusarium wilt caused by Fusarium oxysporum f. sp. cubense (Foc) is one of the most destructive soil-borne diseases. In this study, young tissue-cultured plantlets of banana (Musa spp. AAA) cultivars differing in Foc susceptibility were used to reveal their differential responses to this pathogen using digital gene expression (DGE). Data were evaluated by various bioinformatic tools (Venn diagrams, gene ontology (GO) annotation and Kyoto encyclopedia of genes and genomes (KEGG) pathway analyses) and immunofluorescence labelling method to support the identification of gene candidates determining the resistance of banana against Foc. Interestingly, we have identified MaWRKY50 as an important gene involved in both constitutive and induced resistance. We also identified new genes involved in the resistance of banana to Foc, including several other transcription factors (TFs), pathogenesis-related (PR) genes and some genes related to the plant cell wall biosynthesis or degradation (e.g., pectinesterases, β-glucosidases, xyloglucan endotransglucosylase/hydrolase and endoglucanase). The resistant banana cultivar shows activation of PR-3 and PR-4 genes as well as formation of different constitutive cell barriers to restrict spreading of the pathogen. These data suggest new mechanisms of banana resistance to Foc.	2026-03-03T15:05:25.886841
40697707	Transcriptome Analysis Reveals the Role of Trehalose in Response to Polyethylene Terephthalate Nanoplastics Treatment in Foxtail Millet (Setaria italica) Seedlings.	2025	Food science & nutrition	Journal Article	Du S; Guo Y; Tanimura MW	10.1002/fsn3.70593	PMC12280233	https://www.ncbi.nlm.nih.gov/pubmed/40697707	Foxtail millet (Setaria italica), a drought-tolerant C4 model plant, faces increasing threats from polyethylene terephthalate (PET) nanoplastics in agricultural ecosystems. While prior studies indicate that PET nanoplastics induce reactive oxygen species (ROS) accumulation and impair crop productivity, the physiological mechanisms underlying plant responses remain unclear. This study investigates the role of trehalose metabolism in mitigating PET nanoplastic stress in foxtail millet. Transcriptome sequencing of seedlings treated with 1 g/L PET nanoplastics (3 and 7 days) revealed significant differential expression of genes linked to trehalose accumulation, hormone signaling, and metabolic pathways. Notably, genes associated with trehalose biosynthesis (SiTPS/SiTPP) and degradation (SiTRE) were dynamically regulated, suggesting trehalose homeostasis as a critical stress-response mechanism. Exogenous trehalose application effectively alleviated ROS damage under nanoplastic treatment, corroborating its protective role. Further WGCNA analysis indicated the potential involvement of ABA signal transduction and the MAPK signaling pathway in foxtail millet's response to PET nanoplastic stress. Additionally, our findings build on earlier observations that elevated leaf potassium content mitigates ROS but further highlight trehalose-mediated signaling as a complementary adaptive strategy. These results demonstrate that trehalose metabolism, ABA signal transduction, MAPK signaling pathway, and alongside ion homeostasis are integral to foxtail millet's resilience to PET nanoplastics, offering novel insights into plant stress adaptation and potential strategies for enhancing crop tolerance in contaminated environments.	2026-03-03T15:05:27.927579
39397301	Assessing Cold Plasma's Impact on Banana Growth and Fusarium Wilt Control.	2024	The plant pathology journal	Journal Article	Rajakumar P; Baharum NA; Lutfi AI	10.5423/PPJ.OA.05.2024.0083	PMC11471925	https://www.ncbi.nlm.nih.gov/pubmed/39397301	Bananas (Musa spp.), which serve millions of people worldwide, face a serious threat from Fusarium wilt (FW) disease caused by Fusarium oxysporum f. sp. cubense (Foc). Developing disease-resistant varieties particularly through breeding is challenging due to banana's seedless nature (parthenocarpic). As an alternative, cold plasma (CP) technology, has the potential to be used for crop improvement. Our study demonstrates a favourable impact of CP on the growth performance of banana (Berangan cultivar, AAA) in terms of height, leaf number and stem diameter. CP-treated plants also displayed delayed disease progression as well as lower disease severity indicated by slightly lower value of leaf symptoms index and rhizome discoloration index compared to the control plants. Additionally, quantitative real-time polymerase chain reaction analysis revealed differential expression of several defence (PR1, WRKY22, PAL, and CEBiP) and growth (Cytochrome P450, NAC68, and CAT) related genes in CP-treated plants, particularly in conjunction with Foc infection. These findings shed light on the potential use of CP in managing FW in banana and offer insights into possible mechanism behind improved traits.	2026-03-03T15:05:28.629104
33240243	Chimeric Tobamoviruses With Coat Protein Exchanges Modulate Symptom Expression and Defence Responses in Nicotiana tabacum.	2020	Frontiers in microbiology	Journal Article	Yu M; Bi X; Huang Y	10.3389/fmicb.2020.587005	PMC7677242	https://www.ncbi.nlm.nih.gov/pubmed/33240243	In the pathogen infection and host defence equilibrium, plant viruses have evolved to efficiently replicate their genomes, to resist the attack from host defence responses and to avoid causing severe negative effect on growth and metabolism of the hosts. In this study, we generated chimeric tobacco mosaic virus (TMV) variants, in which the coat protein (CP) sequences were substituted with that of cucumber green mottle mosaic virus (CGMMV) or pepper mild mottle virus (PMMoV) to address the role of these in virus infection and host symptomology. The results showed that the chimeric viruses (TMV-CGCP or TMV-PMCP) induce stunting and necrotic symptoms in tobacco plants. We analyzed the transcriptomic changes in tobacco plants after infection of TMV and its chimeras using a high-throughput RNA sequencing approach and found that infection of the chimeric TMV induced significant up-regulation of host defence responsive genes together with salicylic (SA) or abscisic acid (ABA) responsive genes, but down-regulation of auxin (Aux) responsive genes. We further confirmed the increase in the levels of SA and ABA, together with the reduced levels of Aux after infection of chimeric TMV in tobacco plants. These data suggest novel roles of tobamovirus CP in induction of host symptoms and defence responses.	2026-03-03T15:05:29.528053
