pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
39731028	Comparative transcriptome analysis and heterologous overexpression indicate that the ZjZOG gene may positively regulate the size of jujube fruit.	2024	BMC plant biology	Journal Article; Comparative Study	Li M; Jiao S; Yao P	10.1186/s12870-024-05997-3	PMC11681679	https://www.ncbi.nlm.nih.gov/pubmed/39731028	Fruit size is a crucial economic trait that impacts the quality of jujube (Ziziphus jujuba), however, research in this area remains limited. This study utilized two jujube cultivars with similar genetic backgrounds but differing fruit sizes to investigate the regulatory mechanisms affecting fruit size through cytological observations, transcriptome sequencing, and heterologous overexpression.	2026-03-03T15:28:53.572935
31191610	Comparative Genomic Analysis Reveals Extensive Genetic Variations of WRKYs in Solanaceae and Functional Variations of CaWRKYs in Pepper.	2019	Frontiers in genetics	Journal Article	Cheng Y; Ahammed GJ; Yao Z	10.3389/fgene.2019.00492	PMC6546733	https://www.ncbi.nlm.nih.gov/pubmed/31191610	As a conserved protein family, WRKY has been shown to be involved in multiple biological processes in plants. However, the mechanism of functional diversity for WRKYs in pepper has not been well elucidated. Here, a total of 223 WRKY members from solanaceae crops including pepper, tomato and potato, were analyzed using comparative genomics. A tremendous genetic variation among WRKY members of different solanaceous plants or groups was demonstrated by the comparison of some WRKY features, including number/size, group constitution, gene structure, and domain composition. The phylogenetic analysis showed that except for the known WRKY groups (I, IIa/b/c/d/e and III), two extra WRKY subgroups specifically existed in solanaceous plants, which were named group IIf and group IIg in this study, and their genetic variations were also revealed by the characteristics of some group IIf and IIg WRKYs. Except for the extensive genetic variations, certain degrees of conservatism for solanaceae WRKYs were also revealed. Moreover, the variant zinc-finger structure (CX4,7CX22-24HXC) in group III of solanaceae WRKYs was identified. Expression profiles of CaWRKY genes suggested their potential roles in pepper development and stress responses, and demonstrated a functional division pattern for pepper CaWRKYs. Furthermore, functional analysis using virus induced gene silencing (VIGS) revealed critical roles of two CaWRKYs (CaWRKY45 and CaWRKY58) in plant responses to disease and drought, respectively. This study provides a solid foundation for further dissection of the evolutionary and functional diversity of solanaceae WRKYs in crop plants.	2026-03-03T15:28:54.255279
27991526	Putative WRKYs associated with regulation of fruit ripening revealed by detailed expression analysis of the WRKY gene family in pepper.	2016	Scientific reports	Journal Article; Research Support, Non-U.S. Gov't	Cheng Y; Ahammed GJ; Yu J	10.1038/srep39000	PMC5171846	https://www.ncbi.nlm.nih.gov/pubmed/27991526	WRKY transcription factors play important roles in plant development and stress responses. Here, global expression patterns of pepper CaWRKYs in various tissues as well as response to environmental stresses and plant hormones were systematically analyzed, with an emphasis on fruit ripening. The results showed that most CaWRKYs were expressed in at least two of the tissues tested. Group I, a subfamily of the entire CaWRKY gene family, had a higher expression level in vegetative tissues, whereas groups IIa and III showed relatively lower expression levels. Comparative analysis showed that the constitutively highly expressed WRKY genes were conserved in tomato and pepper, suggesting potential functional similarities. Among the identified 61 CaWRKYs, almost 60% were expressed during pepper fruit maturation, and the group I genes were in higher proportion during the ripening process, indicating an as-yet unknown function of group I in the fruit maturation process. Further analysis suggested that many CaWRKYs expressed during fruit ripening were also regulated by abiotic stresses or plant hormones, indicating that these CaWRKYs play roles in the stress-related signaling pathways during fruit ripening. This study provides new insights to the current research on CaWRKY and contributes to our knowledge about the global regulatory network in pepper fruit ripening.	2026-03-03T15:28:54.932821
37239391	Genome-Wide Identification and Characterization of the VQ Motif-Containing Gene Family Based on Their Evolution and Expression Analysis under Abiotic Stress and Hormone Treatments in Foxtail Millet (Setaria italica L.).	2023	Genes	Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Liu M; Li C; Li Y	10.3390/genes14051032	PMC10218184	https://www.ncbi.nlm.nih.gov/pubmed/37239391	Valine-glutamine (VQ) motif-containing proteins are transcriptional regulatory cofactors that play critical roles in plant growth and response to biotic and abiotic stresses. However, information on the VQ gene family in foxtail millet (Setaria italica L.) is currently limited. In this study, a total of 32 SiVQ genes were identified in foxtail millet and classified into seven groups (I-VII), based on the constructed phylogenetic relationships; the protein-conserved motif showed high similarity within each group. Gene structure analysis showed that most SiVQs had no introns. Whole-genome duplication analysis revealed that segmental duplications contributed to the expansion of the SiVQ gene family. The cis-element analysis demonstrated that growth and development, stress response, and hormone-response-related cis-elements were all widely distributed in the promoters of the SiVQs. Gene expression analysis demonstrated that the expression of most SiVQ genes was induced by abiotic stress and phytohormone treatments, and seven SiVQ genes showed significant upregulation under both abiotic stress and phytohormone treatments. A potential interaction network between SiVQs and SiWRKYs was predicted. This research provides a basis to further investigate the molecular function of VQs in plant growth and abiotic stress responses.	2026-03-03T15:28:55.602246
38371631	MicroRNA396 negatively regulates shoot regeneration in tomato.	2024	Horticulture research	Journal Article	Park SJ; Park JS; Yang JH	10.1093/hr/uhad291	PMC10873581	https://www.ncbi.nlm.nih.gov/pubmed/38371631	Numerous studies have been dedicated to genetically engineering crops to enhance their yield and quality. One of the key requirements for generating genetically modified plants is the reprogramming of cell fate. However, the efficiency of shoot regeneration during this process is highly dependent on genotypes, and the underlying molecular mechanisms remain poorly understood. Here, we identified microRNA396 (miR396) as a negative regulator of shoot regeneration in tomato. By selecting two genotypes with contrasting shoot regeneration efficiencies and analyzing their transcriptome profiles, we found that miR396 and its target transcripts, which encode GROWTH-REGULATING FACTORs (GRFs), exhibit differential abundance between high- and low-efficiency genotypes. Suppression of miR396 functions significantly improved shoot regeneration rates along with increased expression of GRFs in transformed T0 explants, suggesting that miR396 is a key molecule involved in the determination of regeneration efficiency. Notably, we also showed that co-expression of a miR396 suppressor with the gene-editing tool can be employed to generate gene-edited plants in the genotype with a low capacity for shoot regeneration. Our findings show the critical role of miR396 as a molecular barrier to shoot regeneration in tomato and suggest that regeneration efficiency can be improved by blocking this single microRNA.	2026-03-03T15:28:56.281261
39838304	Genome-wide identification of HbVQ proteins and their interaction with HbWRKY14 to regulate the expression of HbSRPP in Hevea brasiliensis.	2025	BMC genomics	Journal Article	Zhu J; Qu L; Zeng L	10.1186/s12864-025-11243-3	PMC11748332	https://www.ncbi.nlm.nih.gov/pubmed/39838304	Valine-glutamine motif-containing proteins (VQ proteins) play important roles in plant growth, development and response to stress. However, information on the VQ gene family in rubber tree (Hevea brasiliensis Muell. Arg.) is limited.	2026-03-03T15:28:56.952435
39081527	Plant responses to abiotic stress regulated by histone acetylation.	2024	Frontiers in plant science	Journal Article; Review	Wang F; Li CH; Liu Y	10.3389/fpls.2024.1404977	PMC11286584	https://www.ncbi.nlm.nih.gov/pubmed/39081527	In eukaryotes, histone acetylation and deacetylation play an important role in the regulation of gene expression. Histone acetylation levels are reversibly regulated by histone acetyltransferases (HATs) and histone deacetylases (HDACs). Increasing evidence highlights histone acetylation plays essential roles in the regulation of gene expression in plant response to environmental stress. In this review, we discussed the recent advance of histone acetylation in the regulation of abiotic stress responses including temperature, light, salt and drought stress. This information will contribute to our understanding of how plants adapt to environmental changes. As the mechanisms of epigenetic regulation are conserved in many plants, research in this field has potential applications in improvement of agricultural productivity.	2026-03-03T15:28:57.750382
38674482	Transcriptome Analysis for Salt-Responsive Genes in Two Different Alfalfa (Medicago sativa L.) Cultivars and Functional Analysis of MsHPCA1.	2024	Plants (Basel, Switzerland)	Journal Article	Gao Q; Yu R; Ma X	10.3390/plants13081073	PMC11054072	https://www.ncbi.nlm.nih.gov/pubmed/38674482	Alfalfa (Medicago sativa L.) is an important forage legume and soil salinization seriously affects its growth and yield. In a previous study, we identified a salt-tolerant variety 'Gongnong NO.1' and a salt-sensitive variety 'Sibeide'. To unravel the molecular mechanism involved in salt stress, we conducted transcriptomic analysis on these two cultivars grown under 0 and 250 mM NaCl treatments for 0, 12, and 24 h. Totals of 336, and 548 differentially expressed genes (DEGs) in response to NaCl were, respectively, identified in the 'Gongnong NO.1' and 'Sibeide' varieties. The Kyoto Encyclopedia of Genes and Genomes (KEGG) and Gene Ontology (GO) pathway enrichment analysis showed that the DEGs were classified in carbohydrate metabolism, energy production, transcription factor, and stress-associated pathway. Expression of MsHPCA1, encoding a putative H2O2 receptor, was responsive to both NaCl and H2O2 treatment. MsHPCA1 was localized in cell membrane and overexpression of MsHPCA1 in alfalfa increased salt tolerance and H2O2 content. This study will provide new gene resources for the improvement in salt tolerance in alfalfa and legume crops, which has important theoretical significance and potential application value.	2026-03-03T15:28:58.430440
36352873	Research progress on the relationship between leaf senescence and quality, yield and stress resistance in horticultural plants.	2022	Frontiers in plant science	Journal Article; Review	Zhao W; Zhao H; Wang H	10.3389/fpls.2022.1044500	PMC9638160	https://www.ncbi.nlm.nih.gov/pubmed/36352873	Leaf senescence, the final stage of leaf development, is one of the adaptive mechanisms formed by plants over a long period of evolution. Leaf senescence is accompanied by various changes in cell structure, physiological metabolism, and gene expressions. This process is controlled by a variety of internal and external factors. Meanwhile, the genes and plant hormones involved in leaf aging affect the quality, yield and stress resistance in horticultural plants. Leaf senescence mediated by plant hormones affected plant quality at both pre-harvest and post-harvest stages. Exogenous plant growth regulators or plant hormone inhibitors has been applied to delay leaf senescence. Modification of related gene expression by over-expression or antisense inhibition could delay or accelerate leaf senescence, and thus influence quality. Environmental factors such as light, temperature and water status also trigger or delay leaf senescence. Delaying leaf senescence could increase chloroplast lifespan and photosynthesis and thus improve source strength, leading to enhanced yield. Accelerating leaf senescence promotes nutrient redistribution from old leaves into young leaves, and may raise yield under certain circumstances. Many genes and transcriptional factors involved in leaf senescence are associated with responses to abiotic and biotic stresses. WRKY transcriptional factors play a vital role in this process and they could interact with JA signalling. This review summarized how genes, plant hormones and environmental factors affect the quality, yield. Besides, the regulation of leaf senescence holds great promise to improving the resistance to plant biotic and abiotic stresses.	2026-03-03T15:28:59.343553
36233267	Genome-Wide Identification, Characterization, and Expression Analysis of Tubby-like Protein (TLP) Gene Family Members in Woodland Strawberry (Fragaria vesca).	2022	International journal of molecular sciences	Journal Article	Li S; Wang G; Chang L	10.3390/ijms231911961	PMC9569999	https://www.ncbi.nlm.nih.gov/pubmed/36233267	Tubby-like proteins (TLPs) play important roles in plant growth and development and in responses to abiotic stress. However, TLPs in strawberry remain poorly studied. In this study, eight TLPs were identified in woodland strawberry (Fragaria vesca subspecies vesca 'Ruegen'). Protein structure analysis revealed that the structure of FvTLPs is highly conserved, but evolutionary and gene structure analyses revealed that the evolutionary pattern of FvTLP family members differs from that of their orthologous genes in Arabidopsis, poplar, and apple. Subcellular localization assays revealed that FvTLPs were localized to the nucleus and plasma membrane. FvTLPs showed no transcriptional activity. Yeast two-hybrid assays revealed that FvTLPs interact with specific FvSKP1s. The expression patterns of FvTLPs in different tissues and under various abiotic stresses (salt, drought, cold, and heat) and hormone treatments (ABA (abscisic acid) and MeJA (methyl jasmonate)) were determined. The expression patterns of FvTLPs indicated that they play a role in regulating growth and development and responses to abiotic stress in F. vesca. The GUS (beta-glucuronidase) activity of FvTLP1pro::GUS plants in GUS activity assays increased under salt and drought stress and abscisic acid treatment. The results of this study provide new insights into the molecular mechanisms underlying the functions of TLPs.	2026-03-03T15:29:00.064490
