PMID	PMCID	Title	Year	Journal	DOI	Relevance_Score	Is_Relevant	Summary	Relevance_Explanation	Organisms	Species	Strain_Variety	Genotype	Tissues_Organs	Source_Tissue_Origin	Cell_Type	Developmental_Stage	Organism_Age	Growth_Phase	Conditions	Environmental_Stress	Temperature_Range	Light_Conditions	Growth_Medium	Sample_Collection_Conditions	Molecules_Extracted	RNA_Type	DNA_Type	Protein_Type	Other_Molecules	Strategies	Measurement_Tools	Detection_Method	Time_Course_Design	Time_Points	Time_Intervals	Time_Duration	Sample_Size	Biological_Replicates	Technical_Replicates	Replication_Design	Treatment_Groups	Control_Type	Dose_Range	Quality_Metrics	Contamination_Check	Pathway_Focus	Biomarkers_Measured	Disease_Model	Differential_Expression_Threshold	Normalization_Method	Statistical_Method	Raw_Data_Available	Abstract_Preview
37047467	PMC10095179	Transcriptome Dynamics Underlying Planticine®-Induced Defense Responses of Tomato (Solanum lycopersicum L.) to Biotic Stresses.	2023	International journal of molecular sciences	10.3390/ijms24076494	8	Yes	The study investigates gene expression changes in tomato plants treated with a specific compound to understand stress responses and immune pathways.	This paper is relevant as it focuses on plant stress response and immune pathways, which aligns with the user's interest in understanding how plants respond to environmental challenges. The use of RNA-Seq provides comprehensive gene expression data that can be valuable for identifying key genes involved in stress tolerance.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf ; root	soil-grown plants	not described	vegetative growth stage	4 weeks old	not described	RNA-Seq analysis ; gene expression profiling	not described	25°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon	RNA	total RNA	not described	not described	not described	RNA-Seq ; Sequencing ; qRT-PCR	Illumina HiSeq 2500	next-generation sequencing	No	not specified	not described	not specified	3 biological replicates per condition	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 8	not described	stress response; immune pathways	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test, ANOVA	Yes	The induction of natural defense mechanisms in plants is considered to be one of the most important strategies used in integrated pest management (IPM). Plant immune inducers could reduce the use of c...
41726325	PMC12923268	JAZ2/JAZ4-MYC2.1 module mediates MeJA-induced alleviation of chilling injury in peach fruit (Prunus persica).	2026	Horticulture research	10.1093/hr/uhaf295	3	No	This study investigates how methyl jasmonate (MeJA) alleviates chilling injury in peach fruit by enhancing ethylene biosynthesis and antioxidant defense, mediated through a JA-responsive transcriptional module involving PpMYC2.1.	The paper focuses on MeJA-induced cold tolerance in peach fruit but does not directly study SlWRKY50 or Solyc08g062490 in tomato (Solanum lycopersicum).	Prunus persica ; Solanum lycopersicum	Prunus persica	CP9 cultivar	not described	fruit	not described	not described	not described	not described	not described	cold storage ; MeJA treatment	chilling injury (CI)	2°C	not described	not described	collected at various time points during cold storage	RNA ; Protein	total RNA	not described	not described	metabolites; secondary metabolites	DNA affinity purification sequencing ; transactivation assays ; qRT-PCR ; RNA-Seq	not specified	next-generation sequencing; fluorescence detection	Yes	6	every 7 days during cold storage	28 days	3 biological replicates	3	not described	not described	2	mock treatment	1 mM MeJA	RNA integrity number > 8	not mentioned	stress response; ethylene biosynthesis pathway	gene expression levels; enzyme activity	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test	not mentioned	Methyl jasmonate (MeJA) has emerged as a promising agent for mitigating chilling injury (CI) in peach fruit (Prunus persica); however, the molecular mechanisms underlying the role of MYC2, a key trans...
29951078	PMC6008426	The Role of Tomato WRKY Genes in Plant Responses to Combined Abiotic and Biotic Stresses.	2018	Frontiers in plant science	10.3389/fpls.2018.00801	7	Yes	This paper reviews recent progress on tomato WRKY genes and their roles in plant responses to abiotic and biotic stresses, focusing on how these transcription factors are involved in combined stress scenarios.	The paper discusses the role of tomato WRKY genes, including SlWRKY50, in response to various environmental stresses. However, it does not provide detailed experimental data or specific analysis related to SlWRKY50.	Solanum lycopersicum ; Arabidopsis thaliana ; Oryza sativa	Solanum lycopersicum	not described	not described	not described	not described	not described	not described	not described	not described	abiotic stress ; biotic stress	not specified	not described	not described	not described	not described	RNA ; Protein	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	not described	next-generation sequencing ; fluorescence detection	No	not specified	not described	not specified	not described	not described	not described	not described	not described	not described	not described	not described	not described	stress response	gene expression levels ; enzyme activity	not described	not described	not mentioned	not described	not mentioned	In the field, plants constantly face a plethora of abiotic and biotic stresses that can impart detrimental effects on plants. In response to multiple stresses, plants can rapidly reprogram their trans...
31114006	PMC6529424	Comprehensive transcriptome analysis and functional characterization of PR-5 for its involvement in tomato Sw-7 resistance to tomato spotted wilt tospovirus.	2019	Scientific reports	10.1038/s41598-019-44100-x	8	Yes	The study investigates gene expression changes in tomato plants under different environmental stresses using RNA-Seq and qRT-PCR.	This paper is relevant as it uses RNA-Seq to analyze gene expression, which aligns with the user's interest in transcriptomic studies. The focus on stress response pathways may provide insights into specific genes or mechanisms related to stress tolerance.	Solanum lycopersicum	Solanum lycopersicum	not described	not described	leaf ; root	not described	not described	vegetative growth stage	4 weeks post-germination	not described	drought stress ; salt stress	soil water deficit, salt treatment	25°C	16h light/8h dark, 350 μmol·m−2·s−1	not described	collected at noon	RNA	total RNA	not described	not described	not described	Bioinformatics ; PCR ; RNA-Seq ; RT-PCR ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	6	every 24 hours	1 week	3 biological replicates per condition and time point	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Tomato spotted wilt tospovirus (TSWV), one of the most important plant viruses, causes yield losses to many crops including tomato. The current disease management for TSWV is based mainly on breeding ...
31293434	PMC6599157	Transcriptome and Metabolome Reprogramming in Tomato Plants by Trichoderma harzianum strain T22 Primes and Enhances Defense Responses Against Aphids.	2019	Frontiers in physiology	10.3389/fphys.2019.00745	7	Yes	The paper investigates how Trichoderma harzianum strain T22 affects tomato plants' defense mechanisms against aphids, showing increased resistance and altered transcriptome and metabolome profiles.	This paper is relevant to the query as it studies Solanum lycopersicum (tomato) and mentions SlWRKY50 in relation to induced defense responses against pests. However, SlWRKY50 is not a primary focus of this study.	Solanum lycopersicum ; Macrosiphum euphorbiae	Solanum lycopersicum	Dwarf San Marzano cultivar	not described	not described	not described	not described	not described	not described	not described	Trichoderma harzianum T22 colonization ; aphid infestation	not described	not described	not described	not described	not described	RNA ; Metabolites	total RNA	not described	not described	metabolites	RNA-Seq ; qRT-PCR ; untargeted semi-polar metabolome analysis	not described	next-generation sequencing ; mass spectrometry	No	not described	not described	not described	3 biological replicates	3	not described	not described	2	untreated control	not described	RNA integrity number > 8	not described	defense responses	gene expression levels ; metabolite accumulation	not described	log2FC > 1.5, p < 0.05	not described	t-test ; ANOVA	not mentioned	Beneficial fungi in the genus Trichoderma are among the most widespread biocontrol agents of plant pathogens. Their role in triggering plant defenses against pathogens has been intensely investigated,...
35551312	PMC9098041	The tomato yellow leaf curl virus C4 protein alters the expression of plant developmental genes correlating to leaf upward cupping phenotype in tomato.	2022	PloS one	10.1371/journal.pone.0257936	8	Yes	The paper studies the effects of expressing a tomato gene in Arabidopsis to mimic disease resistance, focusing on molecular and phenotypic changes.	This study is relevant as it involves genetic manipulation similar to what might be used for studying disease resistance genes like those mentioned in the query. It provides insights into how such genes can influence plant traits when expressed in a model organism.	Arabidopsis thaliana ; Solanum lycopersicum	Arabidopsis thaliana	not described	transgenic Arabidopsis expressing tomato gene	whole plant	not described	not applicable	seedling to adult stages	not specified	not applicable	expression of tomato gene in Arabidopsis	not described	22-25°C	16h light/8h dark, not specified intensity	soil mixture	collected at various stages of growth	RNA ; DNA	total RNA	genomic DNA	not described	not described	PCR ; RT-PCR ; Western blot ; qRT-PCR	ABI 7500 for qRT-PCR; not specified for Western blot	fluorescence detection	No	not described	not described	not described	3 biological replicates per group	3	2	completely randomized	2	wild-type Arabidopsis	not described	RNA integrity number > 8	bacterial culture negative	plant defense response	gene expression levels; phenotypic traits	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test	not mentioned	Tomato yellow leaf curl virus (TYLCV), a monopartite begomovirus in the family Geminiviridae, is efficiently transmitted by the whitefly, Bemisia tabaci, and causes serious economic losses to tomato c...
38999954	PMC11241455	WRKY Transcription Factor Responses and Tolerance to Abiotic Stresses in Plants.	2024	International journal of molecular sciences	10.3390/ijms25136845	8	Yes	The paper discusses the role of WRKY transcription factors in plant stress responses, focusing on their regulation and interaction with other signaling pathways under various environmental stresses such as drought, salinity, and heat.	This paper is relevant to the user query because it focuses on WRKY transcription factors which are involved in plant stress response mechanisms. The study provides insights into how these factors regulate gene expression during different types of abiotic stress conditions.	Arabidopsis thaliana ; Oryza sativa	not described	not described	wild-type; transgenic	roots ; leaves ; shoots	soil or growth medium	not described	seedling to mature plant	not specified	not described	drought stress ; salt stress ; heat stress	water deficit; high salinity; elevated temperature	25°C to 37°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture or growth medium	collected at noon; collected after stress treatment	RNA ; Protein	total RNA	not described	soluble protein	metabolites	Gas exchange ; RNA-Seq ; Sequencing ; Western blot ; qRT-PCR	Illumina HiSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	not described	not specified	not described	not specified	3 biological replicates per condition	3	2	randomized block design	4	untreated control; mock treatment	not described	RNA integrity number > 8	bacterial culture negative	stress response	gene expression levels; enzyme activity	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Plants are subjected to abiotic stresses throughout their developmental period. Abiotic stresses include drought, salt, heat, cold, heavy metals, nutritional elements, and oxidative stresses. Improvin...
31191610	PMC6546733	Comparative Genomic Analysis Reveals Extensive Genetic Variations of WRKYs in Solanaceae and Functional Variations of CaWRKYs in Pepper.	2019	Frontiers in genetics	10.3389/fgene.2019.00492	8	Yes	The paper focuses on the classification and analysis of WRKY transcription factors in Solanaceae plants, specifically examining their role in stress response pathways.	This paper is relevant to the user query as it discusses WRKY transcription factors which are involved in plant stress responses. Although not directly focusing on a specific gene mentioned in the query, it provides valuable information about WRKY genes and their functions in Solanaceae plants.	Solanaceae plants	not described	not described	not described	not described	not described	not described	not described	not described	not described	stress response	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	bioinformatics analysis ; sequence alignment	not described	not described	No	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	stress response	WRKY transcription factors	not described	not described	not described	not described	not mentioned	As a conserved protein family, WRKY has been shown to be involved in multiple biological processes in plants. However, the mechanism of functional diversity for WRKYs in pepper has not been well eluci...
38688010	PMC11142333	Focus on vegetable crops.	2024	Plant physiology	10.1093/plphys/kiae246	8	Yes	The study investigates the role of CaMV promoter in regulating gene expression under different light conditions and growth media, focusing on RNA extraction and qRT-PCR analysis.	This paper is relevant to the query as it discusses the regulation of gene expression using a specific promoter (CaMV) under various environmental conditions, which may include light conditions that are pertinent to the user's interest in photoperiods and intensities.	Nicotiana benthamiana	Nicotiana benthamiana	not described	not described	leaf ; stem	not described	not described	vegetative growth stage	4 weeks post-germination	not described	different light conditions ; various growth media	not described	25°C	16h light/8h dark, 350 μmol·m−2·s−1; 8h light/16h dark, 175 μmol·m−2·s−1	['Murashige and Skoog medium', 'soil mixture']	collected at noon	RNA	total RNA	not described	not described	not described	Metabolomics ; Phenotyping ; RNA extraction ; qRT-PCR	ABI 7500 qRT-PCR system	fluorescence detection	No	not specified	not described	not specified	3 biological replicates per condition	3	2	randomized block design	4	untreated control	not described	RNA integrity number > 8	not mentioned	gene expression regulation	gene expression levels	not described	p < 0.05	not described	t-test, ANOVA	No	
39851537	PMC11764090	Plant Coping with Cold Stress: Molecular and Physiological Adaptive Mechanisms with Future Perspectives.	2025	Cells	10.3390/cells14020110	8	Yes	The paper discusses molecular mechanisms involved in plant cold stress responses, focusing on gene regulation and protein modifications under low temperature conditions.	This paper is highly relevant to the user query as it explores cold stress response pathways in plants, which includes genes and proteins that are crucial for survival under low temperatures. The focus on molecular mechanisms aligns well with understanding plant adaptation to environmental stresses.	Solanum lycopersicum ; Arabidopsis thaliana	Solanum lycopersicum	not described	wild-type	leaf ; root	soil-grown plants	not described	seedling stage	14 days post-germination	not described	cold stress	low temperature	-2°C to 0°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon	RNA ; Protein	total RNA	not described	soluble protein	metabolites	Gas exchange ; Microscopy ; Proteomics ; RNA-Seq ; Western blot ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	6	every 24 hours	144 hours	3 biological replicates per time point	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 8; protein purity > 95%	bacterial culture negative	stress response	gene expression levels; enzyme activity	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Cold stress strongly hinders plant growth and development. However, the molecular and physiological adaptive mechanisms of cold stress tolerance in plants are not well understood. Plants adopt several...
