pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
34451764	Comparison of Drought and Heat Resistance Strategies among Six Populations of Solanum chilense and Two Cultivars of Solanum lycopersicum.	2021	Plants (Basel, Switzerland)	Journal Article	Blanchard-Gros R; Bigot S; Martinez JP	10.3390/plants10081720	PMC8398976	https://www.ncbi.nlm.nih.gov/pubmed/34451764	Within the tomato clade, Solanum chilense is considered one of the most promising sources of genes for tomato (S. lycopersicum) selection to biotic and abiotic stresses. In this study, we compared the effects of drought, high temperature, and their combination in two cultivars of S. lycopersicum and six populations of S. chilense, differing in their local habitat. Plants were grown at 21/19 °C or 28/26 °C under well-watered and water-stressed conditions. Plant growth, physiological responses, and expression of stress-responsive genes were investigated. Our results demonstrated strong variability among accessions. Differences in plant growth parameters were even higher among S. chilense populations than between species. The effects of water stress, high temperature, and their combination also differed according to the accession, suggesting differences in stress resistance between species and populations. Overall, water stress affected plants more negatively than temperature from a morpho-physiological point of view, while the expression of stress-responsive genes was more affected by temperature than by water stress. Accessions clustered in two groups regarding resistance to water stress and high temperature. The sensitive group included the S. lycopersicum cultivars and the S. chilense populations LA2931 and LA1930, and the resistant group included the S. chilense populations LA1958, LA2880, LA2765, and LA4107. Our results suggested that resistance traits were not particularly related to the environmental conditions in the natural habitat of the populations. The expression of stress-responsive genes was more stable in resistant accessions than in sensitive ones in response to water stress and high temperature. Altogether, our results suggest that water stress and high temperature resistance in S. chilense did not depend on single traits but on a combination of morphological, physiological, and genetic traits.	2026-03-03T14:25:00.633664
36186008	Tomato salt tolerance mechanisms and their potential applications for fighting salinity: A review.	2022	Frontiers in plant science	Journal Article; Review	Guo M; Wang XS; Guo HD	10.3389/fpls.2022.949541	PMC9515470	https://www.ncbi.nlm.nih.gov/pubmed/36186008	One of the most significant environmental factors affecting plant growth, development and productivity is salt stress. The damage caused by salt to plants mainly includes ionic, osmotic and secondary stresses, while the plants adapt to salt stress through multiple biochemical and molecular pathways. Tomato (Solanum lycopersicum L.) is one of the most widely cultivated vegetable crops and a model dicot plant. It is moderately sensitive to salinity throughout the period of growth and development. Biotechnological efforts to improve tomato salt tolerance hinge on a synthesized understanding of the mechanisms underlying salinity tolerance. This review provides a comprehensive review of major advances on the mechanisms controlling salt tolerance of tomato in terms of sensing and signaling, adaptive responses, and epigenetic regulation. Additionally, we discussed the potential application of these mechanisms in improving salt tolerance of tomato, including genetic engineering, marker-assisted selection, and eco-sustainable approaches.	2026-03-03T14:25:01.646380
27712008	Overexpression of a tomato miR171 target gene SlGRAS24 impacts multiple agronomical traits via regulating gibberellin and auxin homeostasis.	2017	Plant biotechnology journal	Journal Article; Research Support, Non-U.S. Gov't	Huang W; Peng S; Xian Z	10.1111/pbi.12646	PMC5362688	https://www.ncbi.nlm.nih.gov/pubmed/27712008	In Arabidopsis, the miR171-GRAS module has been clarified as key player in meristem maintenance. However, the knowledge about its role in fruit crops like tomato (Solanum lycopersicum) remains scarce. We previously identified tomato SlGRAS24 as a target gene of Sly-miR171. To study the role of this probable transcription factor, we generated transgenic tomato plants underexpressing SlGRAS24, overexpressing SlGRAS24, overexpressing Sly-miR171 and expressing β-glucuronidase (GUS) under the SlGRAS24 promoter (proSlGRAS24-GUS). Plants overexpressing SlGRAS24 (SlGRAS24-OE) had pleiotropic phenotypes associated with multiple agronomical traits including plant height, flowering time, leaf architecture, lateral branch number, root length, fruit set and development. Many GA/auxin-related genes were down-regulated and altered responsiveness to exogenous IAA/NAA or GA3 application was observed in SlGRAS24-OE seedlings. Moreover, compromised fruit set and development in SlGRAS24-OE was also observed. These newly identified phenotypes for SlGRAS24 homologs in tomato were later proved to be caused by impaired pollen sacs and fewer viable pollen grains. At anthesis, the comparative transcriptome results showed altered expression of genes involved in pollen development and hormone signalling. Taken together, our data demonstrate that SlGRAS24 participates in a series of developmental processes through modulating gibberellin and auxin signalling, which sheds new light on the involvement of hormone crosstalk in tomato development.	2026-03-03T14:25:02.326581
37206055	SlWRKY30 and SlWRKY81 synergistically modulate tomato immunity to Ralstonia solanacearum by directly regulating SlPR-STH2.	2023	Horticulture research	Journal Article	Dang F; Lin J; Li Y	10.1093/hr/uhad050	PMC10189802	https://www.ncbi.nlm.nih.gov/pubmed/37206055	Bacterial wilt is a devastating disease of tomato (Solanum lycopersicum) caused by Ralstonia solanacearum that severely threatens tomato production. Group III WRKY transcription factors (TFs) are implicated in the plant response to pathogen infection; however, their roles in the response of tomato to R. solanacearum infection (RSI) remain largely unexplored. Here, we report the crucial role of SlWRKY30, a group III SlWRKY TF, in the regulation of tomato response to RSI. SlWRKY30 was strongly induced by RSI. SlWRKY30 overexpression reduced tomato susceptibility to RSI, and also increased H2O2 accumulation and cell necrosis, suggesting that SlWRKY30 positively regulates tomato resistance to RSI. RNA sequencing and reverse transcription-quantitative PCR revealed that SlWRKY30 overexpression significantly upregulated pathogenesis-related protein (SlPR-STH2) genes SlPR-STH2a, SlPR-STH2b, SlPR-STH2c, and SlPR-STH2d (hereafter SlPR-STH2a/b/c/d) in tomato, and these SlPR-STH2 genes were directly targeted by SlWRKY30. Moreover, four group III WRKY proteins (SlWRKY52, SlWRKY59, SlWRKY80, and SlWRKY81) interacted with SlWRKY30, and SlWRKY81 silencing increased tomato susceptibility to RSI. Both SlWRKY30 and SlWRKY81 activated SlPR-STH2a/b/c/d expression by directly binding to their promoters. Taking these results together, SlWRKY30 and SlWRKY81 synergistically regulate resistance to RSI by activating SlPR-STH2a/b/c/d expression in tomato. Our results also highlight the potential of SlWRKY30 to improve tomato resistance to RSI via genetic manipulations.	2026-03-03T14:25:02.990247
29018467	Overexpression of SlGRAS40 in Tomato Enhances Tolerance to Abiotic Stresses and Influences Auxin and Gibberellin Signaling.	2017	Frontiers in plant science	Journal Article	Liu Y; Huang W; Xian Z	10.3389/fpls.2017.01659	PMC5622987	https://www.ncbi.nlm.nih.gov/pubmed/29018467	Abiotic stresses are major environmental factors that inhibit plant growth and development impacting crop productivity. GRAS transcription factors play critical and diverse roles in plant development and abiotic stress. In this study, SlGRAS40, a member of the tomato (Solanum lycopersicum) GRAS family, was functionally characterized. In wild-type (WT) tomato, SlGRAS40 was upregulated by abiotic stress induced by treatment with D-mannitol, NaCl, or H2O2. Transgenic tomato plants overexpressing SlGRAS40 (SlGRAS40-OE) were more tolerant of drought and salt stress than WT. SlGRAS40-OE plants displayed pleiotropic phenotypes reminiscent of those resulting from altered auxin and/or gibberellin signaling. A comparison of WT and SlGRAS40-OE transcriptomes showed that the expression of a large number of genes involved in hormone signaling and stress responses were modified. Our study of SlGRAS40 protein provides evidence of how another GRAS plays roles in resisting abiotic stress and regulating auxin and gibberellin signaling during vegetative and reproductive growth in tomato.	2026-03-03T14:25:03.662531
38971719	Network analyses predict major regulators of resistance to early blight disease complex in tomato.	2024	BMC plant biology	Journal Article	Tominello-Ramirez CS; Muñoz Hoyos L; Oubounyt M	10.1186/s12870-024-05366-0	PMC11227178	https://www.ncbi.nlm.nih.gov/pubmed/38971719	Early blight and brown leaf spot are often cited as the most problematic pathogens of tomato in many agricultural regions. Their causal agents are Alternaria spp., a genus of Ascomycota containing numerous necrotrophic pathogens. Breeding programs have yielded quantitatively resistant commercial cultivars, but fungicide application remains necessary to mitigate the yield losses. A major hindrance to resistance breeding is the complexity of the genetic determinants of resistance and susceptibility. In the absence of sufficiently resistant germplasm, we sequenced the transcriptomes of Heinz 1706 tomatoes treated with strongly virulent and weakly virulent isolates of Alternaria spp. 3 h post infection. We expanded existing functional gene annotations in tomato and using network statistics, we analyzed the transcriptional modules associated with defense and susceptibility.	2026-03-03T14:25:04.458396
33424162	The application of exogenous PopW increases the tolerance of Solanum lycopersicum L. to drought stress through multiple mechanisms.	2020	Physiology and molecular biology of plants : an international journal of functional plant biology	Journal Article	Zhou X; Chen Y; Zhao Y	10.1007/s12298-020-00918-8	PMC7772130	https://www.ncbi.nlm.nih.gov/pubmed/33424162	Tomato is a major cultivated vegetable species of great economic importance throughout the world, but its fruit yield is severely impaired by drought stress. PopW, a harpin protein from Ralstonia solanacearum ZJ3721, plays vital roles in various plant defence responses and growth. In this study, we observed that the foliar application of PopW increased tomato drought tolerance. Our results showed that compared with water-treated plants, PopW-treated plants presented a significantly higher recovery rate and leaf relative water content under drought-stress conditions. PopW decreased the malondialdehyde content and relative electrical conductivity by 40.2% and 21%, respectively. Drought disrupts redox homeostasis through the excessive accumulation of reactive oxygen species (ROS). PopW-treated plants displayed an obvious reduction in ROS accumulation due to enhanced activities of the antioxidant enzyme catalase, superoxide dismutase and peroxidase. Moreover, PopW promoted early stomatal closure, thereby minimizing the water loss rate of plants under drought stress. Further investigation revealed that endogenous abscisic acid (ABA) levels and the transcript levels of drought-responsive genes involved in ABA signal transduction pathways increased in response to PopW. These results confirm that PopW increases drought tolerance through multiple mechanisms involving an enhanced water-retention capacity, balanced redox homeostasis, increased osmotic adjustment, reduced membrane damage and decreased stomatal aperture, suggesting that the application of exogenous PopW may be a potential method to enhance tomato drought tolerance.	2026-03-03T14:25:05.169725
35205101	Defense Strategies: The Role of Transcription Factors in Tomato-Pathogen Interaction.	2022	Biology	Journal Article; Review	Campos MD; Félix MDR; Patanita M	10.3390/biology11020235	PMC8869667	https://www.ncbi.nlm.nih.gov/pubmed/35205101	Tomato, one of the most cultivated and economically important vegetable crops throughout the world, is affected by a panoply of different pathogens that reduce yield and affect product quality. The study of tomato-pathogen system arises as an ideal system for better understanding the molecular mechanisms underlying disease resistance, offering an opportunity of improving yield and quality of the products. Among several genes already identified in tomato response to pathogens, we highlight those encoding the transcription factors (TFs). TFs act as transcriptional activators or repressors of gene expression and are involved in large-scale biological phenomena. They are key regulators of central components of plant innate immune system and basal defense in diverse biological processes, including defense responses to pathogens. Here, we present an overview of recent studies of tomato TFs regarding defense responses to biotic stresses. Hence, we focus on different families of TFs, selected for their abundance, importance, and availability of functionally well-characterized members in response to pathogen attack. Tomato TFs' roles and possibilities related to their use for engineering pathogen resistance in tomato are presented. With this review, we intend to provide new insights into the regulation of tomato defense mechanisms against invading pathogens in view of plant breeding.	2026-03-03T14:25:05.972915
29951078	The Role of Tomato WRKY Genes in Plant Responses to Combined Abiotic and Biotic Stresses.	2018	Frontiers in plant science	Journal Article; Review	Bai Y; Sunarti S; Kissoudis C	10.3389/fpls.2018.00801	PMC6008426	https://www.ncbi.nlm.nih.gov/pubmed/29951078	In the field, plants constantly face a plethora of abiotic and biotic stresses that can impart detrimental effects on plants. In response to multiple stresses, plants can rapidly reprogram their transcriptome through a tightly regulated and highly dynamic regulatory network where WRKY transcription factors can act as activators or repressors. WRKY transcription factors have diverse biological functions in plants, but most notably are key players in plant responses to biotic and abiotic stresses. In tomato there are 83 WRKY genes identified. Here we review recent progress on functions of these tomato WRKY genes and their homologs in other plant species, such as Arabidopsis and rice, with a special focus on their involvement in responses to abiotic and biotic stresses. In particular, we highlight WRKY genes that play a role in plant responses to a combination of abiotic and biotic stresses.	2026-03-03T14:25:06.697462
37047467	Transcriptome Dynamics Underlying Planticine®-Induced Defense Responses of Tomato (Solanum lycopersicum L.) to Biotic Stresses.	2023	International journal of molecular sciences	Journal Article	Rakoczy-Lelek R; Czernicka M; Ptaszek M	10.3390/ijms24076494	PMC10095179	https://www.ncbi.nlm.nih.gov/pubmed/37047467	The induction of natural defense mechanisms in plants is considered to be one of the most important strategies used in integrated pest management (IPM). Plant immune inducers could reduce the use of chemicals for plant protection and their harmful impacts on the environment. Planticine® is a natural plant defense biostimulant based on oligomers of α(1→4)-linked D-galacturonic acids, which are biodegradable and nontoxic. The aim of this study was to define the molecular basis of Planticine's biological activity and the efficacy of its use as a natural plant resistance inducer in greenhouse conditions. Three independent experiments with foliar application of Planticine® were carried out. The first experiment in a climatic chamber (control environment, no pest pressure) subjected the leaves to RNA-seq analysis, and the second and third experiments in greenhouse conditions focused on efficacy after a pest infestation. The result was the RNA sequencing of six transcriptome libraries of tomatoes treated with Planticine® and untreated plants; a total of 3089 genes were found to be differentially expressed genes (DEGs); among them, 1760 and 1329 were up-regulated and down-regulated, respectively. DEG analysis indicated its involvement in such metabolic pathways and processes as plant-pathogen interaction, plant hormone signal transduction, MAPK signaling pathway, photosynthesis, and regulation of transcription. We detected up-regulated gene-encoded elicitor and effector recognition receptors (ELRR and ERR), mitogen-activated protein kinase (MAPKs) genes, and transcription factors (TFs), i.e., WRKY, ERF, MYB, NAC, bZIP, pathogenesis-related proteins (PRPs), and resistance-related metabolite (RRMs) genes. In the greenhouse trials, foliar application of Planticine® proved to be effective in reducing the infestation of tomato leaves by the biotrophic pathogen powdery mildew and in reducing feeding by thrips, which are insect herbivores. Prophylactic and intervention use of Planticine® at low infestation levels allows the activation of plant defense mechanisms.	2026-03-03T14:25:07.421611
